,focal_pid,pubt,journal,Q,IF,citations
172,38744476,2024,respiratory care,Q2,2.4,0
173,39379162,2024,respiratory care,Q2,2.4,0
174,38806221,2024,respiratory care,Q2,2.4,2
175,38866418,2024,respiratory care,Q2,2.4,0
176,39256005,2024,respiratory care,Q2,2.4,0
177,39462760,2024,cognition & emotion,Q2,2.6,0
178,39467651,2024,cognition & emotion,Q2,2.6,0
179,38576356,2024,cognition & emotion,Q2,2.6,0
180,38973177,2024,cognition & emotion,Q2,2.6,0
181,37731376,2024,cognition & emotion,Q2,2.6,0
182,38874559,2024,cognition & emotion,Q2,2.6,0
183,39431978,2024,cognition & emotion,Q2,2.6,0
184,38354068,2024,cognition & emotion,Q2,2.6,0
185,39264587,2024,cognition & emotion,Q2,2.6,0
186,38512042,2024,cognition & emotion,Q2,2.6,0
187,39194053,2024,cognition & emotion,Q2,2.6,0
188,38898587,2024,cognition & emotion,Q2,2.6,0
189,38427387,2024,cognition & emotion,Q2,2.6,0
190,39377141,2024,cognition & emotion,Q2,2.6,0
191,37987765,2024,cognition & emotion,Q2,2.6,0
192,39048111,2024,cognition & emotion,Q2,2.6,0
193,39705188,2024,cognition & emotion,Q2,2.6,0
194,38785379,2024,cognition & emotion,Q2,2.6,0
195,39585690,2024,cognition & emotion,Q2,2.6,0
196,39565689,2024,cognition & emotion,Q2,2.6,0
197,38014832,2024,cognition & emotion,Q2,2.6,0
198,38785380,2024,cognition & emotion,Q2,2.6,0
199,37926986,2024,cognition & emotion,Q2,2.6,0
200,39069646,2024,cognition & emotion,Q2,2.6,0
201,37798153,2024,medicina intensiva,Q2,2.7,0
202,38171717,2024,medicina intensiva,Q2,2.7,1
203,39097480,2024,medicina intensiva,Q2,2.7,0
204,38902150,2024,medicina intensiva,Q2,2.7,1
205,39097479,2024,medicina intensiva,Q2,2.7,0
206,38782671,2024,medicina intensiva,Q2,2.7,0
207,37923607,2024,medicina intensiva,Q2,2.7,1
208,37580222,2024,medicina intensiva,Q2,2.7,0
209,38704303,2024,medicina intensiva,Q2,2.7,0
210,38388219,2024,medicina intensiva,Q2,2.7,0
211,38688818,2024,medicina intensiva,Q2,2.7,0
212,38458914,2024,medicina intensiva,Q2,2.7,0
213,37424516,2024,biomolecules & therapeutics,Q2,3.0,4
214,38586913,2024,biomolecules & therapeutics,Q2,3.0,0
215,39091013,2024,biomolecules & therapeutics,Q2,3.0,1
216,38173141,2024,biomolecules & therapeutics,Q2,3.0,0
217,38835149,2024,biomolecules & therapeutics,Q2,3.0,0
218,39104205,2024,biomolecules & therapeutics,Q2,3.0,0
219,39091099,2024,biomolecules & therapeutics,Q2,3.0,0
220,39391981,2024,biomolecules & therapeutics,Q2,3.0,1
221,39091181,2024,biomolecules & therapeutics,Q2,3.0,0
222,38586992,2024,biomolecules & therapeutics,Q2,3.0,0
223,38589295,2024,biomolecules & therapeutics,Q2,3.0,0
224,38589288,2024,biomolecules & therapeutics,Q2,3.0,0
225,39092515,2024,biomolecules & therapeutics,Q2,3.0,0
226,39370737,2024,biomolecules & therapeutics,Q2,3.0,0
227,38072501,2024,biomolecules & therapeutics,Q2,3.0,0
228,39091020,2024,biomolecules & therapeutics,Q2,3.0,1
229,38651201,2024,biomolecules & therapeutics,Q2,3.0,0
230,38355138,2024,biomolecules & therapeutics,Q2,3.0,0
231,38298012,2024,biomolecules & therapeutics,Q2,3.0,0
232,38589290,2024,biomolecules & therapeutics,Q2,3.0,1
233,39091010,2024,biomolecules & therapeutics,Q2,3.0,0
234,38871446,2024,biomolecules & therapeutics,Q2,3.0,0
235,38589292,2024,biomolecules & therapeutics,Q2,3.0,0
236,38296652,2024,biomolecules & therapeutics,Q2,3.0,0
237,39676701,2024,australian veterinary journal,Q2,1.3,0
238,38721873,2024,australian veterinary journal,Q2,1.3,0
239,37779436,2024,australian veterinary journal,Q2,1.3,0
240,38342502,2024,australian veterinary journal,Q2,1.3,1
241,39319698,2024,australian veterinary journal,Q2,1.3,0
242,39394960,2024,australian veterinary journal,Q2,1.3,1
243,38049199,2024,australian veterinary journal,Q2,1.3,0
244,39394959,2024,australian veterinary journal,Q2,1.3,0
245,38342576,2024,australian veterinary journal,Q2,1.3,0
246,39608789,2024,australian veterinary journal,Q2,1.3,0
247,38663938,2024,australian veterinary journal,Q2,1.3,0
248,39710427,2024,australian veterinary journal,Q2,1.3,0
249,39187913,2024,australian veterinary journal,Q2,1.3,0
250,39633244,2024,australian veterinary journal,Q2,1.3,0
251,38798110,2024,australian veterinary journal,Q2,1.3,2
252,39363816,2024,australian veterinary journal,Q2,1.3,1
253,37798823,2024,australian veterinary journal,Q2,1.3,0
254,39617963,2024,australian veterinary journal,Q2,1.3,0
255,39042044,2024,australian veterinary journal,Q2,1.3,0
256,38361144,2024,australian veterinary journal,Q2,1.3,1
257,39450449,2024,australian veterinary journal,Q2,1.3,0
258,38114290,2024,australian veterinary journal,Q2,1.3,1
259,39551486,2024,australian veterinary journal,Q2,1.3,0
260,39135187,2024,bmc biotechnology,Q2,3.5,1
261,39543574,2024,bmc biotechnology,Q2,3.5,0
262,38725019,2024,bmc biotechnology,Q2,3.5,2
263,39390421,2024,bmc biotechnology,Q2,3.5,0
264,39095760,2024,bmc biotechnology,Q2,3.5,0
265,39350162,2024,bmc biotechnology,Q2,3.5,0
266,39385151,2024,bmc biotechnology,Q2,3.5,0
267,38909197,2024,bmc biotechnology,Q2,3.5,0
268,38454400,2024,bmc biotechnology,Q2,3.5,0
269,38849776,2024,bmc biotechnology,Q2,3.5,0
270,39695603,2024,bmc biotechnology,Q2,3.5,0
271,39696295,2024,bmc biotechnology,Q2,3.5,0
272,39350177,2024,bmc biotechnology,Q2,3.5,0
273,38600497,2024,bmc biotechnology,Q2,3.5,0
274,38702622,2024,bmc biotechnology,Q2,3.5,4
275,38491556,2024,bmc biotechnology,Q2,3.5,1
276,39227838,2024,bmc biotechnology,Q2,3.5,0
277,38331794,2024,bmc biotechnology,Q2,3.5,2
278,39192233,2024,bmc biotechnology,Q2,3.5,0
279,39529053,2024,bmc biotechnology,Q2,3.5,0
280,39334133,2024,bmc biotechnology,Q2,3.5,0
281,38243234,2024,bmc biotechnology,Q2,3.5,0
282,39010004,2024,bmc biotechnology,Q2,3.5,0
283,39696229,2024,bmc biotechnology,Q2,3.5,0
284,39499155,2024,cornea,Q2,1.9,0
285,37733982,2024,cornea,Q2,1.9,1
286,39102310,2024,cornea,Q2,1.9,0
287,38391266,2024,cornea,Q2,1.9,0
288,39365354,2024,cornea,Q2,1.9,0
289,38391243,2024,cornea,Q2,1.9,17
290,38097200,2024,cornea,Q2,1.9,1
291,38347671,2024,cornea,Q2,1.9,0
292,39661178,2024,cornea,Q2,1.9,0
293,37943717,2024,cornea,Q2,1.9,0
294,38128101,2024,cornea,Q2,1.9,0
295,37126644,2024,cornea,Q2,1.9,4
296,39499153,2024,cornea,Q2,1.9,0
297,37824192,2024,cornea,Q2,1.9,0
298,39137435,2024,cornea,Q2,1.9,0
299,37506362,2024,cornea,Q2,1.9,0
300,38456834,2024,cornea,Q2,1.9,0
301,39208343,2024,cornea,Q2,1.9,0
302,37170402,2024,cornea,Q2,1.9,3
303,38950064,2024,cornea,Q2,1.9,0
304,39313768,2024,cornea,Q2,1.9,0
305,39079755,2024,cornea,Q2,1.9,0
306,39253030,2024,therapeutics and clinical risk management,Q2,2.3,0
307,38250050,2024,therapeutics and clinical risk management,Q2,2.3,0
308,38948303,2024,therapeutics and clinical risk management,Q2,2.3,0
309,39280635,2024,therapeutics and clinical risk management,Q2,2.3,0
310,38375076,2024,therapeutics and clinical risk management,Q2,2.3,2
311,38974311,2024,therapeutics and clinical risk management,Q2,2.3,0
312,39055744,2024,therapeutics and clinical risk management,Q2,2.3,0
313,39280637,2024,therapeutics and clinical risk management,Q2,2.3,0
314,38463615,2024,therapeutics and clinical risk management,Q2,2.3,0
315,39156759,2024,therapeutics and clinical risk management,Q2,2.3,0
316,39355234,2024,therapeutics and clinical risk management,Q2,2.3,0
317,39228817,2024,therapeutics and clinical risk management,Q2,2.3,0
318,39479527,2024,therapeutics and clinical risk management,Q2,2.3,0
319,38379850,2024,therapeutics and clinical risk management,Q2,2.3,1
320,38410117,2024,therapeutics and clinical risk management,Q2,2.3,0
321,39040852,2024,therapeutics and clinical risk management,Q2,2.3,1
322,38351954,2024,therapeutics and clinical risk management,Q2,2.3,0
323,38799512,2024,therapeutics and clinical risk management,Q2,2.3,1
324,39139366,2024,therapeutics and clinical risk management,Q2,2.3,0
325,39045135,2024,therapeutics and clinical risk management,Q2,2.3,0
326,38779588,2024,therapeutics and clinical risk management,Q2,2.3,1
327,38524686,2024,therapeutics and clinical risk management,Q2,2.3,0
328,39345720,2024,therapeutics and clinical risk management,Q2,2.3,0
329,38884106,2024,therapeutics and clinical risk management,Q2,2.3,2
330,38288358,2024,therapeutics and clinical risk management,Q2,2.3,3
331,39489712,2024,psychology & health,Q2,2.4,0
332,39188086,2024,psychology & health,Q2,2.4,0
333,38932473,2024,psychology & health,Q2,2.4,0
334,38693663,2024,psychology & health,Q2,2.4,0
335,38173135,2024,psychology & health,Q2,2.4,0
336,38475983,2024,psychology & health,Q2,2.4,0
337,36511583,2024,psychology & health,Q2,2.4,0
338,36815337,2024,psychology & health,Q2,2.4,0
339,39340140,2024,psychology & health,Q2,2.4,0
340,39205487,2024,psychology & health,Q2,2.4,1
341,38616530,2024,psychology & health,Q2,2.4,1
342,39397379,2024,psychology & health,Q2,2.4,0
343,39086100,2024,psychology & health,Q2,2.4,0
344,38712828,2024,psychology & health,Q2,2.4,1
345,39318099,2024,psychology & health,Q2,2.4,0
346,37861187,2024,psychology & health,Q2,2.4,0
347,37990468,2024,psychology & health,Q2,2.4,1
348,38736242,2024,psychology & health,Q2,2.4,0
349,38946146,2024,psychology & health,Q2,2.4,0
350,39610145,2024,psychology & health,Q2,2.4,0
351,38720583,2024,psychology & health,Q2,2.4,0
352,39129195,2024,psychology & health,Q2,2.4,0
353,36536600,2024,psychology & health,Q2,2.4,0
354,38334145,2024,molecular medicine reports,Q2,3.4,2
355,39129304,2024,molecular medicine reports,Q2,3.4,0
356,38639190,2024,molecular medicine reports,Q2,3.4,3
357,39422030,2024,molecular medicine reports,Q2,3.4,0
358,37997855,2024,molecular medicine reports,Q2,3.4,4
359,38606496,2024,molecular medicine reports,Q2,3.4,0
360,39239748,2024,molecular medicine reports,Q2,3.4,0
361,38131196,2024,molecular medicine reports,Q2,3.4,3
362,37947174,2024,molecular medicine reports,Q2,3.4,2
363,39129301,2024,molecular medicine reports,Q2,3.4,0
364,38904207,2024,molecular medicine reports,Q2,3.4,0
365,38488031,2024,molecular medicine reports,Q2,3.4,2
366,39092549,2024,molecular medicine reports,Q2,3.4,0
367,38757300,2024,molecular medicine reports,Q2,3.4,3
368,39092554,2024,molecular medicine reports,Q2,3.4,0
369,39364756,2024,molecular medicine reports,Q2,3.4,0
370,38488028,2024,molecular medicine reports,Q2,3.4,2
371,39129315,2024,molecular medicine reports,Q2,3.4,1
372,38240108,2024,molecular medicine reports,Q2,3.4,3
373,38099337,2024,molecular medicine reports,Q2,3.4,0
374,38334182,2024,molecular medicine reports,Q2,3.4,0
375,38099342,2024,molecular medicine reports,Q2,3.4,0
376,39239741,2024,molecular medicine reports,Q2,3.4,0
377,38757301,2024,molecular medicine reports,Q2,3.4,0
378,37997813,2024,molecular medicine reports,Q2,3.4,0
379,38743824,2024,chemical research in toxicology,Q2,3.7,0
380,38963334,2024,chemical research in toxicology,Q2,3.7,2
381,39088358,2024,chemical research in toxicology,Q2,3.7,0
382,38235526,2024,chemical research in toxicology,Q2,3.7,1
383,39545700,2024,chemical research in toxicology,Q2,3.7,0
384,39158368,2024,chemical research in toxicology,Q2,3.7,0
385,38198686,2024,chemical research in toxicology,Q2,3.7,0
386,38118149,2024,chemical research in toxicology,Q2,3.7,0
387,38530825,2024,chemical research in toxicology,Q2,3.7,0
388,39196814,2024,chemical research in toxicology,Q2,3.7,0
389,38575522,2024,chemical research in toxicology,Q2,3.7,0
390,39115970,2024,chemical research in toxicology,Q2,3.7,0
391,38078760,2024,chemical research in toxicology,Q2,3.7,1
392,38146056,2024,chemical research in toxicology,Q2,3.7,0
393,39662968,2024,chemical research in toxicology,Q2,3.7,0
394,38981058,2024,chemical research in toxicology,Q2,3.7,5
395,39485380,2024,chemical research in toxicology,Q2,3.7,0
396,38079418,2024,chemical research in toxicology,Q2,3.7,1
397,39485318,2024,chemical research in toxicology,Q2,3.7,0
398,38875017,2024,chemical research in toxicology,Q2,3.7,1
399,39263824,2024,chemical research in toxicology,Q2,3.7,0
400,39561283,2024,chemical research in toxicology,Q2,3.7,1
401,39287930,2024,chemical research in toxicology,Q2,3.7,0
402,38232180,2024,chemical research in toxicology,Q2,3.7,1
403,39355839,2024,nanoscale advances,Q2,4.6,0
404,38419875,2024,nanoscale advances,Q2,4.6,1
405,39391626,2024,nanoscale advances,Q2,4.6,0
406,38868836,2024,nanoscale advances,Q2,4.6,0
407,39050951,2024,nanoscale advances,Q2,4.6,0
408,39114159,2024,nanoscale advances,Q2,4.6,0
409,38235090,2024,nanoscale advances,Q2,4.6,1
410,39139712,2024,nanoscale advances,Q2,4.6,0
411,39619387,2024,nanoscale advances,Q2,4.6,0
412,39415774,2024,nanoscale advances,Q2,4.6,0
413,38298584,2024,nanoscale advances,Q2,4.6,0
414,38482026,2024,nanoscale advances,Q2,4.6,0
415,39711615,2024,nanoscale advances,Q2,4.6,0
416,38694455,2024,nanoscale advances,Q2,4.6,0
417,38356618,2024,nanoscale advances,Q2,4.6,0
418,38989516,2024,nanoscale advances,Q2,4.6,0
419,38989515,2024,nanoscale advances,Q2,4.6,0
420,39619391,2024,nanoscale advances,Q2,4.6,0
421,39619390,2024,nanoscale advances,Q2,4.6,0
422,39502107,2024,nanoscale advances,Q2,4.6,0
423,38419881,2024,nanoscale advances,Q2,4.6,2
424,38235101,2024,nanoscale advances,Q2,4.6,1
425,38298590,2024,nanoscale advances,Q2,4.6,0
426,39114141,2024,nanoscale advances,Q2,4.6,1
427,39114148,2024,nanoscale advances,Q2,4.6,0
428,38331081,2024,journal of biomedical informatics,Q2,4.0,1
429,39244181,2024,journal of biomedical informatics,Q2,4.0,0
430,39197731,2024,journal of biomedical informatics,Q2,4.0,0
431,39159864,2024,journal of biomedical informatics,Q2,4.0,0
432,38104851,2024,journal of biomedical informatics,Q2,4.0,2
433,38431151,2024,journal of biomedical informatics,Q2,4.0,1
434,39537000,2024,journal of biomedical informatics,Q2,4.0,0
435,39393477,2024,journal of biomedical informatics,Q2,4.0,0
436,39486471,2024,journal of biomedical informatics,Q2,4.0,0
437,38307358,2024,journal of biomedical informatics,Q2,4.0,0
438,39490610,2024,journal of biomedical informatics,Q2,4.0,0
439,38086443,2024,journal of biomedical informatics,Q2,4.0,0
440,39004109,2024,journal of biomedical informatics,Q2,4.0,0
441,38301750,2024,journal of biomedical informatics,Q2,4.0,4
442,38552994,2024,journal of biomedical informatics,Q2,4.0,2
443,38423266,2024,journal of biomedical informatics,Q2,4.0,0
444,38734158,2024,journal of biomedical informatics,Q2,4.0,1
445,39622400,2024,journal of biomedical informatics,Q2,4.0,0
446,38101689,2024,journal of biomedical informatics,Q2,4.0,1
447,38621641,2024,journal of biomedical informatics,Q2,4.0,0
448,38857738,2024,journal of biomedical informatics,Q2,4.0,2
449,38851413,2024,journal of biomedical informatics,Q2,4.0,0
450,39265815,2024,journal of biomedical informatics,Q2,4.0,0
451,39134233,2024,journal of biomedical informatics,Q2,4.0,0
452,39571772,2024,journal of biomedical informatics,Q2,4.0,0
453,38591191,2024,histology and histopathology,Q2,2.5,0
454,38095145,2024,histology and histopathology,Q2,2.5,0
455,38226432,2024,histology and histopathology,Q2,2.5,4
456,39344418,2024,histology and histopathology,Q2,2.5,0
457,38487866,2024,histology and histopathology,Q2,2.5,1
458,39523811,2024,histology and histopathology,Q2,2.5,0
459,39297234,2024,histology and histopathology,Q2,2.5,0
460,38477344,2024,histology and histopathology,Q2,2.5,1
461,38967084,2024,histology and histopathology,Q2,2.5,0
462,36598130,2024,histology and histopathology,Q2,2.5,0
463,38695393,2024,histology and histopathology,Q2,2.5,1
464,38445662,2024,histology and histopathology,Q2,2.5,0
465,39564607,2024,histology and histopathology,Q2,2.5,0
466,38299224,2024,histology and histopathology,Q2,2.5,0
467,39410869,2024,histology and histopathology,Q2,2.5,0
468,37503793,2024,histology and histopathology,Q2,2.5,0
469,38916106,2024,histology and histopathology,Q2,2.5,0
470,37728155,2024,histology and histopathology,Q2,2.5,1
471,38230588,2024,histology and histopathology,Q2,2.5,0
472,38920277,2024,histology and histopathology,Q2,2.5,0
473,37310089,2024,histology and histopathology,Q2,2.5,4
474,38407437,2024,histology and histopathology,Q2,2.5,1
475,37724635,2024,histology and histopathology,Q2,2.5,0
476,39506557,2024,histology and histopathology,Q2,2.5,0
477,37530129,2024,histology and histopathology,Q2,2.5,1
478,36791389,2024,journal of neurosurgical anesthesiology,Q2,2.3,3
479,38910335,2024,journal of neurosurgical anesthesiology,Q2,2.3,0
480,36603131,2024,journal of neurosurgical anesthesiology,Q2,2.3,2
481,39078924,2024,journal of neurosurgical anesthesiology,Q2,2.3,0
482,37916963,2024,journal of neurosurgical anesthesiology,Q2,2.3,1
483,38973590,2024,journal of neurosurgical anesthesiology,Q2,2.3,0
484,38466565,2024,journal of neurosurgical anesthesiology,Q2,2.3,0
485,36791399,2024,journal of neurosurgical anesthesiology,Q2,2.3,2
486,38237577,2024,journal of neurosurgical anesthesiology,Q2,2.3,1
487,37000813,2024,journal of neurosurgical anesthesiology,Q2,2.3,1
488,38546201,2024,journal of neurosurgical anesthesiology,Q2,2.3,0
489,38354097,2024,journal of neurosurgical anesthesiology,Q2,2.3,1
490,38237579,2024,journal of neurosurgical anesthesiology,Q2,2.3,0
491,38291797,2024,journal of neurosurgical anesthesiology,Q2,2.3,0
492,37254166,2024,journal of neurosurgical anesthesiology,Q2,2.3,3
493,38683185,2024,journal of neurosurgical anesthesiology,Q2,2.3,1
494,38836295,2024,journal of neurosurgical anesthesiology,Q2,2.3,2
495,39345717,2024,rsc medicinal chemistry,Q2,4.1,0
496,39246745,2024,rsc medicinal chemistry,Q2,4.1,0
